title,publishedAt,url
The World Is Still Hooked on Russian Energy—at Its Own Peril,2024-10-20T11:30:00Z,https://time.com/7095298/europe-hooked-russian-oil-gas-ukraine/
Why China would want to launch an intercontinental ballistic missile out into the Pacific,2024-09-26T20:35:30Z,https://www.businessinsider.com/tk-china-icbm-test-header-2024-9
Why the Oil Market Is Not Shocked,2024-10-20T12:00:00Z,https://www.theatlantic.com/ideas/archive/2024/10/oil-market-shock-middle-east/680307/
The American Who Waged a Tech War on China,2024-10-10T10:00:00Z,https://www.wired.com/story/jake-sullivan-china-tech-profile/
China carried out its first known test of an ICBM in the Pacific Ocean for more than four decades,2024-09-25T12:03:57Z,https://www.businessinsider.com/china-icbm-launch-into-pacific-was-first-in-44-years-2024-9
China's economic issues are so serious that even the oil market doesn't care about Middle East tensions — for now,2024-10-01T06:38:56Z,https://www.businessinsider.com/oil-price-today-middle-east-israel-hezbollah-conflict-china-economy-2024-10
Putin proposes new rules for using nuclear weapons,2024-09-25T20:11:39Z,https://www.bbc.com/news/articles/c5yjej0rvw0o
Stock market today: Tech rally leads stocks higher as oil prices plunge and earnings kick off,2024-10-08T20:12:25Z,https://markets.businessinsider.com/news/stocks/stock-market-today-tech-rally-oil-prices-china-inflation-cpi-2024-10
"The Air Force wants its recruits to one day carry real rifles at boot camp instead of practice M4 carbines, top NCO says",2024-09-23T06:39:30Z,https://www.businessinsider.com/us-air-force-wants-recruits-carry-real-rifles-practice-m4-2024-9
"Russia planning to target nuclear plants, Zelensky says",2024-09-25T17:32:15Z,https://www.bbc.com/news/articles/c20mz0l36gjo
"China nuclear sub sank in its dock, US officials say",2024-09-27T15:35:26Z,https://www.bbc.com/news/articles/cqjrq0ewj77o
Hard Nuclear Weapons Choices Await Harris or Trump as President,2024-10-03T10:45:00Z,https://www.scientificamerican.com/article/hard-nuclear-weapons-choices-await-harris-or-trump-as-president/
Dow Jones Futures Rise; Nvidia Climbs In Buy Area As China Stocks Sell Off,2024-10-08T13:12:07Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-nvidia-nvda-stock-china-stocks-tesla/
"Prices in China are stagnating, putting more pressure on Beijing to jump-start the economy",2024-10-14T11:30:47Z,https://www.businessinsider.com/china-economy-deflation-stimulus-government-property-bubble-unemployment-growth-prices-2024-10
Meet the Winner of the Nobel Peace Prize—Nihon Hidankyo,2024-10-11T14:51:21Z,https://time.com/7086109/nobel-peace-prize-nihon-hidankyo/
Crude Oil Primed for Explosive Short-Squeeze as Bearish Sentiment Peaks,2024-09-26T08:25:00Z,https://finance.yahoo.com/news/crude-oil-primed-explosive-short-082500855.html/
DoE awards next-gen nuclear fuel contracts backwards,2024-10-08T15:02:13Z,https://www.theregister.com/2024/10/08/does_awards_nextgen_nuclear_fuel/

title,publishedAt,url
U.S. Proposes Ban on Connected Car Technology From China and Russia,2024-09-23T14:17:48Z,https://gizmodo.com/u-s-proposes-ban-on-connected-car-technology-from-china-and-russia-2000501899
India and China agree to de-escalate border tensions,2024-10-21T11:06:40Z,https://www.bbc.com/news/articles/ckg0gwy0nlyo
Biden administration seeks ban on auto software from China,2024-09-23T15:40:25Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a5bcc80c-318c-43dd-b61d-0f75e161cc92
"3 of China's Tesla rivals had a record month, putting pressure on Elon Musk",2024-10-01T10:04:03Z,https://www.businessinsider.com/tesla-chinese-ev-rivals-record-deliveries-pressure-on-elon-musk-2024-10
Dow Jones Futures Rise; Nvidia Climbs In Buy Area As China Stocks Sell Off,2024-10-08T13:12:07Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-nvidia-nvda-stock-china-stocks-tesla/
Paris Motor Show opens during a brewing EV trade war between the EU and China,2024-10-14T17:14:36Z,https://finance.yahoo.com/news/paris-motor-show-opens-during-171436499.html
China's economic issues are so serious that even the oil market doesn't care about Middle East tensions — for now,2024-10-01T06:38:56Z,https://www.businessinsider.com/oil-price-today-middle-east-israel-hezbollah-conflict-china-economy-2024-10
Can families returning after centuries resolve South Korea's population crisis?,2024-09-24T00:09:35Z,https://www.bbc.com/news/articles/c7v5mng4z45o
China carried out its first known test of an ICBM in the Pacific Ocean for more than four decades,2024-09-25T12:03:57Z,https://www.businessinsider.com/china-icbm-launch-into-pacific-was-first-in-44-years-2024-9
"China, Philippines continue to clash in South China Sea, with new flashpoint emerging",2024-10-07T09:30:00Z,https://finance.yahoo.com/news/china-philippines-continue-clash-south-093000388.html/
"The Air Force wants its recruits to one day carry real rifles at boot camp instead of practice M4 carbines, top NCO says",2024-09-23T06:39:30Z,https://www.businessinsider.com/us-air-force-wants-recruits-carry-real-rifles-practice-m4-2024-9
BlackRock's CEO says China is the biggest supporter of Russia's economy amidst the Ukraine war,2024-10-02T06:10:04Z,https://www.businessinsider.com/blackrock-ceo-larry-fink-china-russia-biggest-war-backer-2024-10
Switzerland praises China-Brazil peace plan for Ukraine,2024-09-28T15:12:39Z,https://www.yahoo.com/news/switzerland-praises-china-brazil-peace-151239841.html
Global EV Sales Up 30.5% In September,2024-10-15T22:50:00Z,https://tech.slashdot.org/story/24/10/15/210251/global-ev-sales-up-305-in-september
Video shows one of Taiwan's F-16s tracking a Chinese J-15 fighter jet with its sniper pod during war games,2024-10-15T19:24:34Z,https://www.businessinsider.com/video-taiwan-f-16-tracking-chinese-j-15-jet-2024-10
EU hits China with tariffs in electric car sales battle,2024-10-04T09:43:35Z,https://www.bbc.com/news/articles/cly20n4d0g9o?xtor=AL-72-%5Bpartner%5D-%5Byahoo.north.america%5D-%5Bheadline%5D-%5Bnews%5D-%5Bbizdev%5D-%5Bisapi%5D
A US Navy missile that just scored its first kill this year got another workout against Iranian weapons,2024-10-03T14:28:06Z,https://www.businessinsider.com/us-navy-missile-new-combat-got-another-workout-against-iran-2024-10
Exclusive-China's Chery assembles cars in Russian plants vacated by Western rivals,2024-10-10T06:03:03Z,https://ca.finance.yahoo.com/news/exclusive-chinas-chery-assembles-cars-060303653.html
Hard Nuclear Weapons Choices Await Harris or Trump as President,2024-10-03T10:45:00Z,https://www.scientificamerican.com/article/hard-nuclear-weapons-choices-await-harris-or-trump-as-president/
Israel’s Pager Attacks and Supply Chain Vulnerabilities,2024-09-24T01:02:31Z,https://www.schneier.com/blog/archives/2024/09/israels-pager-attacks.html

title,publishedAt,url
Stock market today: Tech rally leads stocks higher as oil prices plunge and earnings kick off,2024-10-08T20:12:25Z,https://markets.businessinsider.com/news/stocks/stock-market-today-tech-rally-oil-prices-china-inflation-cpi-2024-10
Efforts by the US to counter China in the South China Sea could backfire,2024-10-12T07:00:01Z,https://www.businessinsider.com/us-attempt-counter-china-south-china-sea-could-backfire-experts-2024-10
The US Navy is burning through missiles in the Middle East that it would need in a war with China,2024-10-11T08:00:01Z,https://www.businessinsider.com/us-navy-burns-through-key-missiles-needed-for-china-fight-2024-10
"Investing in China's stock market is like 'picking up dimes in front of bulldozers' given the nation's long-running stagnation, 'Big Short' investor Kyle Bass says",2024-10-01T18:30:44Z,https://markets.businessinsider.com/news/stocks/chinese-stocks-beijing-stimulus-investing-hang-seng-index-kyle-bass-2024-10
Dow Jones Futures Rise; Nvidia Climbs In Buy Area As China Stocks Sell Off,2024-10-08T13:12:07Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-nvidia-nvda-stock-china-stocks-tesla/
China's stimulus isn't enough for its economic woes. But its stock rally could help.,2024-09-30T08:21:20Z,https://www.businessinsider.com/china-boost-economy-stock-market-bazooka-stimulus-sentiment-rally-pboc-2024-9
"China nuclear sub sank in its dock, US officials say",2024-09-27T15:35:26Z,https://www.bbc.com/news/articles/cqjrq0ewj77o
China's retail investors are eyeing the stock market reopening after a weeklong break,2024-10-07T09:10:14Z,https://www.businessinsider.com/china-stock-market-golden-week-holiday-return-rally-bazooka-stimulus-2024-10

title,publishedAt,url
China's worsening relationship with US businesses could put AI's chip supply on shaky ground,2024-09-23T13:10:29Z,https://www.businessinsider.com/china-economy-supporting-domestic-companies-huawei-over-apple-ai-chips-2024-9
Japan sails warship through Taiwan Strait - reports,2024-09-26T03:58:56Z,https://www.bbc.com/news/articles/cm28yd04xxno
China-Linked Hackers Target US Internet Providers in Latest Attack,2024-09-30T22:35:00Z,https://www.cnet.com/home/internet/china-linked-hackers-target-us-internet-providers-in-latest-attack/
U.S. Wiretap Systems Targeted in China-Linked Hack,2024-10-05T21:21:00Z,https://slashdot.org/story/24/10/05/2118247/us-wiretap-systems-targeted-in-china-linked-hack
"Apple Launches 'Submerged' Short Film for Vision Pro, Outlines Upcoming Content",2024-10-10T16:23:53Z,https://www.macrumors.com/2024/10/10/apple-submerged-vision-pro/

title,publishedAt,url
UMC Health System diverted patients following a ransomware attack,2024-10-01T18:00:18Z,https://securityaffairs.com/169198/cyber-crime/umc-health-system-cyberattack.html
Top Foreign-Policy Takeaways From the Vice Presidential Debate,2024-10-02T04:38:57Z,https://foreignpolicy.com/2024/10/02/walz-vance-vp-debate-top-foreign-policy-takeaways/
"How Big Oil is Astroturfing opposition to Wind and Solar, and Helping Destroy the Earth",2024-10-09T04:06:52Z,https://www.juancole.com/2024/10/astroturfing-opposition-helping.html

title,publishedAt,url
The American Who Waged a Tech War on China,2024-10-10T10:00:00Z,https://www.wired.com/story/jake-sullivan-china-tech-profile/
Putin hosts a summit in a bid to show the West it can't keep Russia off the global stage,2024-10-21T05:55:04Z,https://www.npr.org/2024/10/21/g-s1-29150/putin-hosts-a-summit-in-a-bid-to-show-the-west-it-cant-keep-russia-off-the-global-stage
Efforts by the US to counter China in the South China Sea could backfire,2024-10-12T07:00:01Z,https://www.businessinsider.com/us-attempt-counter-china-south-china-sea-could-backfire-experts-2024-10
U.S. to send air defense system and troops to Israel,2024-10-13T17:36:05Z,https://www.npr.org/2024/10/13/g-s1-28084/us-israel-thaad
China is menacing Taiwan with a drone swarm attack — and the US is playing catch-up,2024-10-08T13:42:24Z,https://www.businessinsider.com/china-taiwan-drone-swarms-uav-us-playing-catch-up-production-2024-10
Why China would want to launch an intercontinental ballistic missile out into the Pacific,2024-09-26T20:35:30Z,https://www.businessinsider.com/tk-china-icbm-test-header-2024-9
"China, at UN, warns against 'expansion of the battlefield' in the Ukraine war",2024-09-28T16:21:20Z,https://abcnews.go.com/US/wireStory/china-warns-expansion-battlefield-ukraine-war-114316340
What's actually happening in the South China Sea?,2024-10-16T15:35:36Z,https://www.businessinsider.com/south-china-sea-philippines-vietnam-contested-features-islands-satellite-images-2024-10
China carried out its first known test of an ICBM in the Pacific Ocean for more than four decades,2024-09-25T12:03:57Z,https://www.businessinsider.com/china-icbm-launch-into-pacific-was-first-in-44-years-2024-9
"The West is trying to starve the wrong part of Russia's war machine, defense experts say",2024-10-20T11:23:01Z,https://www.businessinsider.com/the-west-sanction-russia-artillery-war-machine-experts-2024-10
Biden administration seeks ban on auto software from China,2024-09-23T15:40:25Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a5bcc80c-318c-43dd-b61d-0f75e161cc92
Video shows one of Taiwan's F-16s tracking a Chinese J-15 fighter jet with its sniper pod during war games,2024-10-15T19:24:34Z,https://www.businessinsider.com/video-taiwan-f-16-tracking-chinese-j-15-jet-2024-10
"Wider Middle East conflict threatens the global economy — when the US and China already face headwinds, experts say",2024-10-04T08:58:26Z,https://www.businessinsider.com/global-economy-israel-iran-war-oil-growth-inflation-hurricane-china-2024-10
TikTok owner ByteDance unveils its first earbuds in China,2024-10-10T14:35:07Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7339b8a7-f485-488d-afa5-7c0daa157c4b
How Defense Experts Got Ukraine Wrong,2024-09-27T12:00:00Z,https://www.theatlantic.com/ideas/archive/2024/09/how-defense-experts-got-ukraine-wrong/680045/
U.S. Proposes Ban on Connected Car Technology From China and Russia,2024-09-23T14:17:48Z,https://gizmodo.com/u-s-proposes-ban-on-connected-car-technology-from-china-and-russia-2000501899
"Investing in China's stock market is like 'picking up dimes in front of bulldozers' given the nation's long-running stagnation, 'Big Short' investor Kyle Bass says",2024-10-01T18:30:44Z,https://markets.businessinsider.com/news/stocks/chinese-stocks-beijing-stimulus-investing-hang-seng-index-kyle-bass-2024-10
"China nuclear sub sank in its dock, US officials say",2024-09-27T15:35:26Z,https://www.bbc.com/news/articles/cqjrq0ewj77o
Taiwan taps satellite hookups to help down invading drones,2024-10-18T11:00:00Z,https://www.yahoo.com/news/taiwan-taps-satellite-hookups-help-110000354.html
White House warns China using overproduction for global dominance,2024-10-17T20:17:49Z,https://finance.yahoo.com/news/us-says-china-making-far-201749049.html
A year after October 7: How Hamas’s attack and Israel’s response broke the world,2024-10-04T13:35:07Z,https://www.vox.com/world-politics/375398/israel-palestine-lebanon-october-7-anniversary-one-year
The Week in Numbers: a shot of stimulus,2024-09-27T10:06:55Z,https://finance.yahoo.com/video/week-numbers-shot-stimulus-100655518.html/

title,publishedAt,url
Vietnam condemns China for assault on its fishermen in the disputed South China Sea,2024-10-03T10:45:15Z,https://www.yahoo.com/news/vietnam-condemns-china-assault-fishermen-104515325.html
China's economic issues are so serious that even the oil market doesn't care about Middle East tensions — for now,2024-10-01T06:38:56Z,https://www.businessinsider.com/oil-price-today-middle-east-israel-hezbollah-conflict-china-economy-2024-10
Vietnam Accuses China of ‘Brutal’ Attack on Fishing Boat in South China Sea,2024-10-04T03:45:00Z,https://time.com/7038886/vietnam-south-china-sea-attack-boat-injuries/
Has Russia’s military improved enough to take on NATO?,2024-09-30T08:33:50Z,https://www.aljazeera.com/features/2024/9/30/has-russias-military-improved-enough-to-take-on-nato

title,publishedAt,url
Iran and China-linked actors used ChatGPT for preparing attacks,2024-10-11T11:05:49Z,https://securityaffairs.com/169659/apt/openai-reports-iran-and-china-linked-apt-used-chatgpt.html
"How Big Oil is Astroturfing opposition to Wind and Solar, and Helping Destroy the Earth",2024-10-09T04:06:52Z,https://www.juancole.com/2024/10/astroturfing-opposition-helping.html

title,publishedAt,url
India and China agree to de-escalate border tensions,2024-10-21T11:06:40Z,https://www.bbc.com/news/articles/ckg0gwy0nlyo
The World Is Still Hooked on Russian Energy—at Its Own Peril,2024-10-20T11:30:00Z,https://time.com/7095298/europe-hooked-russian-oil-gas-ukraine/
The American Who Waged a Tech War on China,2024-10-10T10:00:00Z,https://www.wired.com/story/jake-sullivan-china-tech-profile/
Biden administration seeks ban on auto software from China,2024-09-23T15:40:25Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a5bcc80c-318c-43dd-b61d-0f75e161cc92
Why the Oil Market Is Not Shocked,2024-10-20T12:00:00Z,https://www.theatlantic.com/ideas/archive/2024/10/oil-market-shock-middle-east/680307/
"Wider Middle East conflict threatens the global economy — when the US and China already face headwinds, experts say",2024-10-04T08:58:26Z,https://www.businessinsider.com/global-economy-israel-iran-war-oil-growth-inflation-hurricane-china-2024-10
Stock market today: Tech rally leads stocks higher as oil prices plunge and earnings kick off,2024-10-08T20:12:25Z,https://markets.businessinsider.com/news/stocks/stock-market-today-tech-rally-oil-prices-china-inflation-cpi-2024-10
"China wants Taiwan to make mistakes and is looking for excuses to trigger a blockade, Taiwan's navy commander says",2024-10-04T12:35:12Z,https://www.businessinsider.com/china-wants-taiwan-make-mistakes-excuse-trigger-blockade-navy-commander-2024-10
"China, at UN, warns against 'expansion of the battlefield' in the Ukraine war",2024-09-28T16:21:20Z,https://abcnews.go.com/US/wireStory/china-warns-expansion-battlefield-ukraine-war-114316340
Can families returning after centuries resolve South Korea's population crisis?,2024-09-24T00:09:35Z,https://www.bbc.com/news/articles/c7v5mng4z45o
U.S. Proposes Ban on Connected Car Technology From China and Russia,2024-09-23T14:17:48Z,https://gizmodo.com/u-s-proposes-ban-on-connected-car-technology-from-china-and-russia-2000501899
"A Japanese warship sailed through the Taiwan Strait for the first time in decades, as tensions grow with China",2024-09-26T13:31:56Z,https://www.businessinsider.com/japan-warship-sailed-taiwan-strait-first-time-decades-officials-china-2024-9
TikTok owner ByteDance unveils its first earbuds in China,2024-10-10T14:35:07Z,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_7339b8a7-f485-488d-afa5-7c0daa157c4b
China carried out its first known test of an ICBM in the Pacific Ocean for more than four decades,2024-09-25T12:03:57Z,https://www.businessinsider.com/china-icbm-launch-into-pacific-was-first-in-44-years-2024-9
"China, Philippines continue to clash in South China Sea, with new flashpoint emerging",2024-10-07T09:30:00Z,https://finance.yahoo.com/news/china-philippines-continue-clash-south-093000388.html/
"The Air Force wants its recruits to one day carry real rifles at boot camp instead of practice M4 carbines, top NCO says",2024-09-23T06:39:30Z,https://www.businessinsider.com/us-air-force-wants-recruits-carry-real-rifles-practice-m4-2024-9
Vietnam condemns China for assault on its fishermen in the disputed South China Sea,2024-10-03T10:45:15Z,https://www.yahoo.com/news/vietnam-condemns-china-assault-fishermen-104515325.html
Switzerland praises China-Brazil peace plan for Ukraine,2024-09-28T15:12:39Z,https://www.yahoo.com/news/switzerland-praises-china-brazil-peace-151239841.html
The US Navy is burning through missiles in the Middle East that it would need in a war with China,2024-10-11T08:00:01Z,https://www.businessinsider.com/us-navy-burns-through-key-missiles-needed-for-china-fight-2024-10
Dow Jones Futures Rise; Nvidia Climbs In Buy Area As China Stocks Sell Off,2024-10-08T13:12:07Z,https://www.investors.com/market-trend/stock-market-today/dow-jones-sp500-nasdaq-nvidia-nvda-stock-china-stocks-tesla/
Putin proposes new rules for using nuclear weapons,2024-09-25T20:11:39Z,https://www.bbc.com/news/articles/c5yjej0rvw0o
Zelensky presents 'victory plan' to Ukrainian parliament,2024-10-16T11:24:29Z,https://www.bbc.com/news/articles/cd0z8gg5v14o
Russia returns 500 dead soldiers to Ukraine as world leaders mull next steps,2024-10-18T14:56:58Z,https://www.yahoo.com/news/russia-returns-500-dead-soldiers-145658059.html
Vietnam Accuses China of ‘Brutal’ Attack on Fishing Boat in South China Sea,2024-10-04T03:45:00Z,https://time.com/7038886/vietnam-south-china-sea-attack-boat-injuries/
Video shows one of Taiwan's F-16s tracking a Chinese J-15 fighter jet with its sniper pod during war games,2024-10-15T19:24:34Z,https://www.businessinsider.com/video-taiwan-f-16-tracking-chinese-j-15-jet-2024-10
White House warns China using overproduction for global dominance,2024-10-17T20:17:49Z,https://finance.yahoo.com/news/us-says-china-making-far-201749049.html
China-Linked Hackers Breach US Internet Providers in New 'Salt Typhoon' Cyberattack,2024-09-25T16:41:00Z,https://it.slashdot.org/story/24/09/25/1623228/china-linked-hackers-breach-us-internet-providers-in-new-salt-typhoon-cyberattack
A US Navy missile that just scored its first kill this year got another workout against Iranian weapons,2024-10-03T14:28:06Z,https://www.businessinsider.com/us-navy-missile-new-combat-got-another-workout-against-iran-2024-10
Japan sails warship through Taiwan Strait - reports,2024-09-26T03:58:56Z,https://www.bbc.com/news/articles/cm28yd04xxno
Hard Nuclear Weapons Choices Await Harris or Trump as President,2024-10-03T10:45:00Z,https://www.scientificamerican.com/article/hard-nuclear-weapons-choices-await-harris-or-trump-as-president/
Wars weigh on Biden effort to burnish his foreign policy legacy at UNGA,2024-09-24T13:26:37Z,https://abcnews.go.com/Politics/wars-weigh-biden-effort-burnish-foreign-policy-legacy/story?id=113939390
"Taiwan's president is doubling down on sticking it to Beijing, saying China can't be the 'motherland' because its government is younger",2024-10-07T05:21:08Z,https://www.businessinsider.com/taiwans-president-says-china-younger-lai-ching-te-motherland-2024-10
The Ukraine War Can’t End Until Russia Stops Fighting,2024-10-02T12:00:00Z,https://www.theatlantic.com/ideas/archive/2024/10/ukraine-war-negotiated-peace/680100/
"Japan flexes in Taiwan Strait, sending warship through disputed waters",2024-09-26T06:39:23Z,https://abcnews.go.com/International/japan-taiwan-strait-warship-china-disputed-waters/story?id=114174777
China-Linked Hackers Target US Internet Providers in Latest Attack,2024-09-30T22:35:00Z,https://www.cnet.com/home/internet/china-linked-hackers-target-us-internet-providers-in-latest-attack/
"3 of China's Tesla rivals had a record month, putting pressure on Elon Musk",2024-10-01T10:04:03Z,https://www.businessinsider.com/tesla-chinese-ev-rivals-record-deliveries-pressure-on-elon-musk-2024-10

title,publishedAt,url
A New Chapter for Bangladesh?,2024-09-28T11:00:00Z,https://www.nybooks.com/online/2024/09/28/a-new-chapter-for-bangladesh/
Tim Walz Called To Eliminate Spending on National Missile Defense,2024-10-14T09:00:12Z,https://freebeacon.com/national-security/tim-walz-called-to-eliminate-spending-on-national-missile-defense/
"Israel is single-handedly remaking the Middle East, and it’s glorious",2024-09-29T04:00:00Z,https://www.americanthinker.com/blog/2024/09/israel_is_single_handedly_remaking_the_middle_east_and_it_s_glorious.html
US President Biden discourages Israel from attacking Iran's oil fields,2024-10-05T03:19:25Z,https://www.business-standard.com/world-news/us-president-biden-discourages-israel-from-attacking-iran-s-oil-fields-124100500089_1.html
"Hezbollah likely to launch retaliatory cyber attack on Israel, expert says",2024-09-23T11:05:22Z,https://www.jpost.com/israel-news/article-821342
Harris blasts proposals for Ukraine to cede territory to Russia during Zelenskyy meeting,2024-09-26T23:15:00Z,https://richmond.com/news/nation-world/government-politics/harris-meets-ukrainian-president/article_fa3ca40c-cfc2-549e-a372-0023baa94a20.html
Harris blasts proposals for Ukraine to cede territory to Russia during Zelenskyy meeting,2024-09-26T23:15:00Z,https://roanoke.com/news/nation-world/government-politics/harris-meets-ukrainian-president/article_579e633e-f84b-51b4-ac82-de2085627e44.html